Geneid,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238
FGBKPADF_00960,908.58,1165.97,1436.66,1784.98,782.48,1172.73,1487.91,1867.6,815.7,1197.23,1372.36,1781.78
FGBKPADF_00961,1961.28,2297.85,2832.87,3546.39,1815.42,2243.19,2933.85,3795.34,1996.18,2300.35,2686.69,3494.44
FGBKPADF_00962,3391.51,3287.75,4140.35,4798.23,3966.3,3885.61,4415.76,5785.02,4279.83,3584.92,4436.22,5082.68
FGBKPADF_00963,12372.36,11429.22,12935.16,15404.99,11567.99,11354.56,14509.79,17114.55,12127.66,10317.24,13360.9,14352.55
FGBKPADF_00964,4894.58,3583.9,4316.5,3696.61,4836.06,3725.76,4991.26,3828.13,4872.48,3456.89,4550.83,3672.62
FGBKPADF_00965,13.32,17.85,16.96,5.89,6.07,18.18,11.99,16.4,9.66,20.35,2.9,16.9
FGBKPADF_00966,57.96,182.56,264.89,204.71,62.99,173.49,281.76,204.07,51.54,172.97,259.67,201.22
FGBKPADF_00967,2684.23,1687.69,981.26,1219.44,1998.33,1143.94,1620.99,1382.94,2315.86,1220.98,1334.64,1316.37
FGBKPADF_00968,932.08,557.42,405.81,533.14,730.11,464.39,517.95,430.0,780.27,579.12,507.74,486.92
FGBKPADF_00969,10537.96,8002.73,6391.25,5861.56,9935.48,7024.25,6504.35,4715.47,9489.71,7582.77,6861.78,6133.32
FGBKPADF_00970,3010.85,3807.04,3490.52,5287.18,3075.29,3925.01,3878.63,6031.0,2923.01,4078.4,3741.34,5291.58
FGBKPADF_00971,964.97,1389.1,1213.53,2004.42,971.46,1375.76,1182.17,1947.78,971.11,1358.33,1270.81,1983.0
FGBKPADF_00972,1872.77,1900.27,2119.11,2011.78,1697.78,1960.61,2020.24,2131.8,1699.85,1773.81,1904.76,1777.17
FGBKPADF_00973,1188.99,1192.74,1353.15,1331.37,1159.68,1321.21,1261.3,1290.01,1225.57,1147.21,1235.99,1244.17
FGBKPADF_00974,1699.67,1705.54,1760.27,1802.65,1577.87,1725.0,1840.4,1800.19,1621.75,1695.8,1724.88,1724.95
FGBKPADF_00975,3845.8,3793.24,3602.74,3899.85,3428.2,3537.88,3988.93,4125.13,3477.82,3544.22,3683.31,3749.42
FGBKPADF_00976,904.66,857.64,768.57,873.34,713.42,693.18,894.42,921.96,778.66,697.82,841.4,890.89
FGBKPADF_00977,865.5,853.58,794.66,767.3,768.82,809.09,821.29,808.99,787.52,702.06,696.33,847.88
FGBKPADF_00978,6747.77,5614.0,5744.03,6147.27,6076.95,5398.49,5848.52,5897.99,6486.18,5017.02,5511.19,6199.37
FGBKPADF_00979,20.36,14.6,26.1,36.82,18.97,25.0,23.98,45.55,14.49,11.87,31.92,43.01
FGBKPADF_00980,737.05,698.61,516.73,324.01,435.64,856.82,707.39,512.0,1092.71,392.58,322.05,264.2
FGBKPADF_00981,137.85,236.11,182.68,72.16,191.26,258.33,184.64,63.77,157.83,227.24,221.96,87.55
FGBKPADF_00982,267.09,247.47,246.62,79.53,286.89,280.3,190.63,112.97,301.96,250.98,216.15,87.55
FGBKPADF_00983,679.09,490.08,401.9,194.4,732.39,465.91,411.24,196.78,709.41,401.06,358.32,239.62
FGBKPADF_00984,1256.35,420.3,306.64,138.44,1528.54,405.3,287.75,105.68,1372.12,323.05,239.36,96.77
FGBKPADF_00985,3014.76,3818.4,3700.61,4081.0,3078.32,3584.1,3141.27,3771.65,2964.07,3528.96,3291.63,3844.65
FGBKPADF_00986,2879.26,3455.71,2885.06,3371.13,2750.45,3108.34,2619.72,2829.65,2501.87,3277.98,2839.01,3459.11
FGBKPADF_00987,1192.9,1088.88,1132.63,1250.37,1024.59,946.21,983.15,949.29,953.4,1079.38,1076.42,1267.21
FGBKPADF_00988,1026.07,858.45,683.75,617.08,1035.21,778.03,570.7,430.0,946.96,827.55,539.66,569.86
FGBKPADF_00989,7198.15,5305.67,3925.04,3830.63,6892.83,4341.67,3425.42,3073.8,6485.37,4660.06,3558.55,3772.46
FGBKPADF_00990,213.83,152.54,219.22,360.82,198.85,175.0,225.4,338.9,188.43,137.36,168.28,360.96
FGBKPADF_00991,10.97,25.15,19.57,32.4,6.83,28.79,26.38,47.37,9.66,22.89,15.96,35.33
FGBKPADF_00992,215.4,206.9,167.02,207.66,214.78,171.21,244.59,302.46,221.44,219.61,264.03,271.88
FGBKPADF_00993,1338.59,1185.44,1293.12,1301.91,1335.0,1095.46,1167.79,1280.9,1229.6,1022.57,1066.26,1130.51
FGBKPADF_00994,924.25,538.76,485.41,326.95,982.85,513.64,440.02,244.16,841.47,455.32,427.95,344.07
FGBKPADF_00995,3208.23,2892.6,3041.65,1639.17,3275.65,2985.61,2768.39,1492.26,3202.42,2666.64,2647.52,1592.85
FGBKPADF_00996,274.92,301.03,283.16,359.35,285.37,305.3,300.94,368.05,273.78,273.87,297.39,279.56
FGBKPADF_00997,65.01,76.27,97.87,76.58,59.2,70.45,115.1,85.64,63.61,69.53,75.44,75.26
FGBKPADF_00998,4063.55,3563.62,3549.24,3624.44,3940.5,3485.61,3200.02,3245.08,3720.19,3819.79,3471.51,3316.26
FGBKPADF_00999,10932.73,10592.68,10894.35,9776.13,10890.25,10229.56,9398.63,9582.18,10922.22,10422.38,10385.52,9730.67
FGBKPADF_01000,10317.08,13221.58,18610.03,22293.06,9751.06,12962.9,17274.59,20813.32,9402.74,13657.12,18927.21,20951.29
FGBKPADF_01001,36.81,73.84,127.88,85.42,37.95,109.85,125.89,138.48,84.55,90.73,104.45,93.7
FGBKPADF_01002,7283.52,8357.31,14410.97,16936.66,7854.43,8924.26,14698.03,19700.04,7475.01,8977.56,14298.04,16056.0
FGBKPADF_01003,1483.49,2410.64,4638.81,5681.88,1501.21,2590.16,5849.72,7880.38,1407.55,2682.75,5132.56,5382.21
FGBKPADF_01004,17833.24,16111.75,19156.77,16219.42,17288.24,15556.09,18919.56,16846.71,17496.17,15663.25,18960.58,14529.2
FGBKPADF_01005,976.72,950.95,1126.1,938.14,856.1,940.15,1182.17,1042.21,876.9,802.96,1019.84,830.99
FGBKPADF_01006,1477.23,1350.15,1783.76,1064.8,1333.48,1288.64,1710.91,1437.6,1353.6,1160.77,1486.96,1245.71
FGBKPADF_01007,51.7,86.01,50.89,58.91,75.14,75.0,56.35,56.48,53.15,49.18,58.03,49.15
FGBKPADF_01008,34.46,28.4,35.23,41.24,25.8,36.36,19.18,32.8,29.79,38.16,29.01,39.94
FGBKPADF_01009,3.92,14.6,22.18,17.67,6.07,20.45,21.58,43.73,4.03,14.41,14.51,23.04
FGBKPADF_01010,818.51,741.61,775.09,1248.89,777.17,687.12,850.06,1415.74,789.13,596.92,676.02,1245.71
FGBKPADF_01011,104.96,185.81,229.66,245.95,120.67,171.21,225.4,326.15,101.46,160.25,204.55,301.06
FGBKPADF_01012,359.52,546.06,554.57,592.05,358.99,575.0,587.49,455.51,325.32,537.57,555.62,606.73
FGBKPADF_01013,979.07,1161.1,1351.84,892.49,1147.54,1234.09,1104.24,785.31,1124.11,1305.77,1289.67,892.43
FGBKPADF_01014,271.79,310.76,357.53,291.61,269.43,290.91,377.67,267.84,235.93,295.92,398.94,199.68
FGBKPADF_01015,110.44,150.11,134.4,82.47,107.77,163.64,130.69,103.86,130.45,149.23,103.0,96.77
FGBKPADF_01016,12723.26,9629.56,6217.7,8038.28,12748.17,9971.23,5531.99,8736.75,12634.16,9553.28,5643.2,8359.01
FGBKPADF_01017,571.0,1369.62,853.38,1106.04,474.35,1244.7,713.38,1187.98,359.94,1413.45,752.91,1244.17
FGBKPADF_01018,15544.55,13368.44,6533.48,6493.37,15119.9,12311.38,5930.05,5894.34,13941.86,12906.73,6055.2,6859.86
FGBKPADF_01019,7722.93,6213.62,3486.61,4410.89,8209.62,6397.74,3113.69,4895.86,7887.29,6412.66,3526.64,4712.5
FGBKPADF_01020,2446.9,2502.32,1620.65,1484.53,2460.53,3338.64,1481.91,1423.02,2983.4,2745.5,1537.74,1532.95
FGBKPADF_01021,957.14,993.14,743.78,759.94,811.32,1150.0,719.38,716.07,1016.21,1065.81,687.63,749.58
FGBKPADF_01022,1661.29,1419.93,1051.72,963.18,1407.86,1509.85,1145.01,1029.46,1592.76,1322.72,1035.8,1090.57
FGBKPADF_01023,458.99,296.97,232.27,153.17,480.42,327.27,278.16,165.81,553.2,224.69,246.62,161.28
FGBKPADF_01024,980.64,544.44,452.79,291.61,903.92,596.97,419.64,368.05,1112.84,503.65,448.26,250.37
FGBKPADF_01025,3563.83,3319.39,3514.01,3263.62,3329.54,3036.37,3414.63,3225.03,3354.61,3121.12,3519.38,3015.2
FGBKPADF_01026,2344.29,1808.59,2243.07,2749.63,2388.43,1690.15,2188.1,2246.59,2240.97,1700.89,2065.79,2537.5
FGBKPADF_01027,1228.15,1344.47,1641.52,1910.16,1246.2,1159.85,1457.93,1382.94,1132.97,1201.47,1424.58,1598.99
FGBKPADF_01029,20.36,12.17,30.01,22.09,16.7,33.33,40.76,23.69,31.4,17.81,15.96,18.43
FGBKPADF_01030,1788.96,1307.15,1959.91,1656.85,1911.05,1295.46,1830.81,1599.76,1724.82,1152.3,1919.27,1941.53
FGBKPADF_01031,1280.63,1187.87,994.31,914.58,1277.32,990.91,836.87,747.04,1269.05,1078.53,976.32,1035.28
FGBKPADF_01032,2490.76,2376.56,2472.73,2219.44,2464.33,2178.03,2182.1,2201.04,2234.53,2246.93,2442.97,2024.47
FGBKPADF_01033,432.36,834.92,699.41,502.21,469.79,734.09,599.48,446.4,488.78,784.31,667.32,563.72
FGBKPADF_01034,224.8,414.62,354.92,285.71,274.74,384.85,291.35,251.44,339.81,431.58,375.73,281.09
FGBKPADF_01035,956.36,1303.09,2002.97,2094.25,942.62,1184.85,1456.73,1415.74,817.31,1124.31,1817.72,1626.64
FGBKPADF_01036,800.49,791.92,788.14,904.27,937.31,824.24,672.62,843.61,876.9,884.36,822.54,938.51
FGBKPADF_01037,640.71,537.95,441.05,537.55,658.77,594.7,786.52,1036.75,683.65,557.92,523.7,697.35
FGBKPADF_01038,851.4,831.67,621.12,718.7,727.84,763.64,918.4,1186.16,775.44,658.82,657.16,721.93
FGBKPADF_01039,1037.03,1088.88,1123.49,1058.91,1154.37,1069.7,896.82,983.91,1001.71,1089.55,970.51,967.69
FGBKPADF_01040,4611.04,2965.63,2718.04,2497.79,4368.55,2915.16,2539.39,2700.28,4258.09,2629.34,2392.2,1944.6
FGBKPADF_01041,3079.77,1720.96,690.28,347.57,3104.13,1421.97,544.33,306.11,2195.07,1187.91,741.3,187.39
FGBKPADF_01042,7887.42,4694.7,1411.87,524.3,7744.38,4425.01,1312.86,668.69,6706.01,3574.74,1327.39,374.79
FGBKPADF_01043,2248.74,1978.98,510.2,138.44,2439.28,1796.22,443.61,260.55,2294.92,1463.47,371.38,170.5
FGBKPADF_01044,172.32,206.09,150.06,126.66,173.04,218.18,188.24,94.75,212.58,210.28,178.44,135.17
FGBKPADF_01045,126.1,213.4,371.89,232.69,138.13,359.85,499.97,280.6,215.0,300.16,364.12,265.73
FGBKPADF_01046,143.34,202.04,397.98,213.55,113.84,314.39,598.28,368.05,140.92,319.66,490.33,336.39
FGBKPADF_01047,200.51,299.4,554.57,450.66,160.14,354.55,818.89,563.01,198.09,314.57,506.29,411.65
FGBKPADF_01048,260.04,390.28,698.1,513.99,258.8,521.97,963.96,721.53,239.96,466.34,777.57,543.75
FGBKPADF_01049,471.52,586.63,1131.32,708.39,533.55,666.67,1531.07,960.22,518.57,656.27,1302.72,757.26
FGBKPADF_01050,3.92,3.25,5.22,11.78,4.55,7.58,2.4,3.64,8.05,5.94,5.8,10.75
FGBKPADF_01051,30.55,32.46,49.59,14.73,3.79,117.42,163.06,105.68,129.64,24.59,17.41,9.22
FGBKPADF_01052,25.06,57.61,56.11,44.18,48.57,105.3,99.51,69.24,102.27,33.92,68.18,19.97
FGBKPADF_01053,104.96,148.48,190.51,76.58,120.67,305.3,279.36,207.71,203.72,144.14,153.77,50.69
FGBKPADF_01054,76.76,103.86,84.82,54.49,72.1,171.97,187.04,165.81,138.5,93.27,68.18,46.08
FGBKPADF_01055,9.4,10.55,7.83,5.89,7.59,65.15,56.35,32.8,44.29,12.72,7.25,6.14
FGBKPADF_01056,6.27,12.98,6.52,8.84,9.11,35.61,51.56,16.4,41.07,11.87,4.35,12.29
FGBKPADF_01057,8.62,17.85,18.27,14.73,21.25,100.0,131.89,65.59,93.41,20.35,13.06,26.11
FGBKPADF_01058,63.44,55.99,78.29,61.86,63.75,96.21,77.93,69.24,71.67,51.72,72.53,73.73
FGBKPADF_01059,6.27,14.6,7.83,5.89,9.11,34.85,81.53,40.09,56.37,11.87,2.9,0.0
FGBKPADF_01060,6512.8,4852.92,4219.94,4702.5,6350.94,4481.83,3891.82,4757.38,6875.91,4388.73,4205.56,4535.86
FGBKPADF_01061,6380.43,4086.97,3528.36,3101.62,6079.99,4028.79,3654.43,3656.86,6697.96,3552.7,3416.39,3406.89
FGBKPADF_01062,3044.53,2325.44,2340.93,1952.87,3022.92,2300.76,2116.16,2111.76,3038.16,2185.04,2241.32,2101.27
FGBKPADF_01063,8152.94,8852.25,11013.09,10615.6,7803.58,8354.56,10682.72,10474.99,7616.73,8921.6,11154.39,9841.27
FGBKPADF_01064,2643.5,3917.39,6704.41,6739.32,2610.81,3921.22,6468.38,7151.56,2516.36,3870.66,6441.08,6389.84
FGBKPADF_01065,1286.89,1741.24,3387.44,3237.11,1190.04,1862.88,3281.55,3387.2,1087.87,1979.85,3412.03,3217.96
FGBKPADF_01066,2966.2,11157.41,16052.49,18231.2,3924.56,13192.45,16700.29,20425.22,3817.63,14990.86,19875.96,20779.25
FGBKPADF_01067,1623.7,6893.56,10652.95,11830.62,2352.0,8197.74,10414.15,12100.26,2178.97,9276.87,12583.32,12870.3
FGBKPADF_01068,2481.36,10969.17,14962.93,16973.47,2959.93,11728.05,17410.07,19435.85,2728.14,13819.07,19273.93,19873.0
FGBKPADF_01069,1049.57,5018.44,7459.93,7898.37,1227.23,5312.13,8068.99,8308.56,1046.0,6718.76,9639.86,9756.79
FGBKPADF_01070,20.36,55.99,35.23,22.09,31.88,86.36,55.15,74.7,56.37,31.37,20.31,9.22
FGBKPADF_01071,207.56,469.79,211.39,100.15,229.2,393.18,176.25,102.04,206.95,343.4,156.68,96.77
FGBKPADF_01072,21.15,39.76,54.8,55.96,26.56,38.64,21.58,34.62,35.43,30.52,36.27,33.79
FGBKPADF_01073,122.19,528.21,411.03,301.91,115.36,555.3,420.83,313.39,100.65,383.25,443.91,291.84
FGBKPADF_01074,1655.81,1651.18,1607.6,1571.43,1627.2,1537.12,1528.67,1408.45,1670.87,1624.58,1517.43,1493.01
FGBKPADF_01075,2934.09,3044.33,3251.73,2637.7,3063.14,3039.4,2853.52,2412.4,3139.62,2990.54,2917.35,2451.48
FGBKPADF_01076,4363.53,2787.12,2911.16,1178.2,5564.66,3290.91,1763.67,867.3,5064.94,3073.64,2192.0,946.19
FGBKPADF_01077,111.22,108.73,69.16,79.53,88.04,71.97,53.95,38.26,92.6,101.75,59.48,84.48
FGBKPADF_01078,7457.41,6243.64,6309.04,4296.02,7603.21,5922.74,5725.03,3870.04,7189.15,5888.66,5653.36,4056.62
FGBKPADF_01079,27.41,31.64,36.54,48.6,27.32,51.52,41.96,71.06,24.96,32.22,21.76,41.47
FGBKPADF_01080,754.28,488.46,365.36,555.23,622.34,381.82,352.49,362.59,716.66,506.2,353.97,549.89
FGBKPADF_01081,21.15,17.85,19.57,10.31,25.8,29.55,37.17,10.93,18.52,18.65,23.21,12.29
FGBKPADF_01082,14.88,17.85,7.83,17.67,16.7,21.97,10.79,32.8,9.66,11.02,17.41,15.36
FGBKPADF_01083,28.98,30.83,33.93,23.56,17.46,54.55,53.95,20.04,36.24,21.2,8.7,13.82
FGBKPADF_01084,231.06,275.87,358.84,288.66,209.47,379.55,317.72,353.48,247.21,362.05,330.76,282.63
FGBKPADF_01085,503.64,456.0,360.14,382.92,496.36,383.33,382.47,380.81,515.35,507.04,380.08,331.78
FGBKPADF_01086,58084.12,38360.03,25685.03,9832.1,57770.15,36734.91,22161.55,10154.3,53036.89,37395.76,22275.41,8233.06
FGBKPADF_01087,9231.49,9893.26,8546.89,7865.97,9286.57,9321.23,6615.85,6457.36,9464.75,9561.76,7727.85,7294.55
FGBKPADF_01088,15766.22,18710.63,19326.41,15366.7,14729.04,18225.03,18973.52,15208.68,14553.04,19003.12,19027.31,14856.37
FGBKPADF_01089,6117.25,8003.54,9909.17,6147.27,6125.53,8976.53,9537.71,5879.77,5735.7,8640.1,10022.85,5901.38
FGBKPADF_01090,787.18,913.62,831.2,882.18,860.66,896.97,832.08,954.76,831.0,764.81,784.83,903.18
FGBKPADF_01091,4390.17,4208.67,5075.94,4234.16,4984.06,4709.86,4641.17,4065.0,4896.64,4414.16,4772.78,4285.49
FGBKPADF_01092,5062.2,4976.25,5468.7,4801.17,5248.93,4930.31,5600.33,5036.16,4870.07,4844.05,5389.33,4764.73
FGBKPADF_01093,1095.0,1398.02,1196.56,1063.33,1090.62,1147.73,1130.62,1118.74,1087.87,1333.75,1147.5,1132.05
FGBKPADF_01094,2149.26,2551.82,2129.55,2213.55,2297.36,2262.13,1981.88,1918.62,2137.9,2529.28,2120.92,2311.71
FGBKPADF_01095,133.94,176.88,198.34,237.11,134.34,166.67,223.01,153.05,150.58,167.88,229.21,242.69
FGBKPADF_01096,132.37,100.61,84.82,86.89,125.23,73.48,83.93,81.99,150.58,88.18,84.14,62.98
FGBKPADF_01097,370.48,266.14,210.08,188.51,519.88,314.39,157.06,122.08,440.46,362.05,245.17,202.75
FGBKPADF_01098,1105.18,732.68,559.79,518.41,1015.48,679.55,549.12,513.82,963.87,696.97,593.33,436.23
FGBKPADF_01099,1057.4,756.21,514.12,450.66,971.46,653.79,652.23,420.89,886.57,712.24,593.33,456.2
FGBKPADF_01100,1427.1,1011.8,833.81,639.17,1402.55,1034.85,860.85,581.24,1416.41,1118.38,819.64,754.18
FGBKPADF_01101,1034.68,685.62,630.25,536.08,1130.08,838.64,591.09,512.0,1098.34,806.35,629.6,500.74
FGBKPADF_01102,4846.81,3445.97,2886.37,2005.89,4737.4,3590.16,2885.89,2277.57,4632.52,3472.15,2943.46,1943.06
FGBKPADF_01103,593.71,421.92,343.18,397.64,560.11,362.88,252.98,258.73,502.47,413.77,274.18,348.68
FGBKPADF_01104,1116.14,878.73,652.43,622.97,948.69,775.76,519.15,593.99,916.36,841.12,677.47,648.2
FGBKPADF_01105,196.6,210.96,189.21,215.02,201.88,210.61,212.22,185.85,172.32,221.3,194.39,219.65
FGBKPADF_01106,478.57,649.11,625.03,637.7,533.55,648.49,582.69,521.11,492.8,613.03,657.16,615.94
FGBKPADF_01107,2560.47,2032.53,2083.87,1592.05,2315.57,1750.0,1496.3,1295.48,2073.48,1809.42,1655.24,1460.75
FGBKPADF_01108,356.38,396.77,309.25,278.35,384.03,354.55,280.56,324.33,380.88,381.55,250.97,245.76
FGBKPADF_01109,1124.76,1073.47,889.92,989.69,1031.42,986.37,883.63,943.82,1187.72,1028.5,874.77,1081.36
FGBKPADF_01110,55.61,39.76,39.15,89.84,64.51,58.33,76.73,102.04,69.25,48.33,52.23,101.38
FGBKPADF_01111,19724.81,17601.46,17175.98,16820.31,19870.96,17479.57,15853.83,16659.04,20340.27,16896.94,16169.44,15636.66
FGBKPADF_01112,2078.77,2461.75,3268.7,3667.15,2082.57,2317.43,3087.32,3429.1,1930.96,2334.27,3098.68,3078.18
FGBKPADF_01113,993.96,572.84,444.96,491.9,973.74,601.52,538.33,593.99,1165.98,538.42,425.05,589.83
FGBKPADF_01114,180.15,65.72,30.01,63.33,236.79,81.06,51.56,74.7,220.63,52.57,50.77,50.69
FGBKPADF_01115,319.57,113.59,76.99,86.89,428.81,135.61,65.94,92.92,372.02,76.31,66.73,118.27
FGBKPADF_01116,826.34,181.75,117.44,203.24,884.94,204.55,147.47,160.34,1050.03,133.12,120.41,178.18
FGBKPADF_01117,730.0,129.82,107.0,106.04,699.0,147.73,80.33,111.15,839.86,112.77,78.34,102.91
FGBKPADF_01118,309.39,260.46,236.18,97.2,451.58,344.7,172.65,131.19,400.2,297.61,188.59,110.59
FGBKPADF_01119,156.65,134.69,117.44,107.51,155.59,131.82,119.9,78.35,149.77,145.84,123.31,78.34
FGBKPADF_01120,259.26,225.57,217.91,139.91,266.39,229.55,246.99,134.83,268.95,229.78,207.45,110.59
FGBKPADF_01121,198.16,248.28,189.21,78.06,219.34,221.97,227.8,140.3,260.09,219.61,147.97,101.38
FGBKPADF_01122,100.26,114.41,125.27,73.64,146.48,163.64,100.71,47.37,149.77,156.01,124.76,55.3
FGBKPADF_01123,126.89,124.14,143.54,69.22,191.26,194.7,159.46,87.46,173.13,200.95,158.13,78.34
FGBKPADF_01124,86.94,98.18,138.32,100.15,100.94,117.42,152.27,129.37,84.55,117.86,132.01,78.34
FGBKPADF_01125,115.14,138.75,123.96,101.62,100.94,200.76,193.03,122.08,102.27,153.47,161.03,81.41
FGBKPADF_01126,117.49,96.56,53.5,26.51,156.34,93.94,68.34,41.91,207.75,113.62,84.14,44.54
FGBKPADF_01127,1113.01,687.25,446.27,217.97,1183.21,762.88,571.9,273.31,1152.29,648.64,488.88,256.52
FGBKPADF_01128,810.67,385.41,334.05,306.33,739.22,378.03,220.61,225.93,626.47,337.46,261.12,288.77
FGBKPADF_01129,25.85,39.76,2.61,13.25,25.8,27.27,15.59,9.11,33.01,20.35,14.51,10.75
FGBKPADF_01130,94.77,88.44,40.45,60.38,81.97,66.67,81.53,71.06,98.24,67.83,56.58,36.86
FGBKPADF_01131,50.13,40.57,11.74,11.78,21.25,23.48,26.38,32.8,43.48,21.2,20.31,12.29
FGBKPADF_01132,195.03,216.64,191.82,135.49,226.93,206.82,217.01,105.68,260.9,192.47,178.44,156.67
FGBKPADF_01133,183.28,185.0,174.85,122.24,198.09,163.64,141.48,131.19,200.5,171.28,133.46,138.24
FGBKPADF_01134,119.84,107.1,126.57,103.09,121.43,104.55,99.51,78.35,112.73,111.07,95.75,72.19
FGBKPADF_01135,4925.91,4908.09,4504.41,4194.4,5046.29,4531.83,4306.66,3691.48,4805.65,4420.1,4217.17,4027.44
FGBKPADF_01136,2860.46,2370.88,2029.07,2141.38,3033.54,2130.31,2056.21,2037.06,2850.54,2080.75,2030.97,1979.93
FGBKPADF_01137,3991.49,5893.12,7007.14,7524.29,4212.2,5750.77,6245.37,6610.41,4069.66,5611.4,6692.05,7804.51
FGBKPADF_01138,1996.53,5250.5,8439.89,8452.13,1996.05,5318.19,7601.4,8425.18,1748.17,5240.02,7823.6,8105.57
FGBKPADF_01139,773.08,548.5,578.06,808.54,843.2,510.61,483.18,727.0,922.0,480.76,580.28,748.04
FGBKPADF_01140,3294.39,4263.04,2617.57,2107.51,3360.65,4226.52,2481.84,1873.07,2927.03,3708.71,2422.66,2016.79
FGBKPADF_01141,4441.08,5978.31,3284.35,2388.8,4559.8,5892.43,3435.02,2443.37,4094.63,5138.27,2936.21,2695.71
FGBKPADF_01142,404.94,530.65,463.23,465.39,391.62,428.79,440.02,349.83,317.26,418.86,504.84,526.85
FGBKPADF_01143,5041.05,5280.52,5972.38,6441.82,5115.36,5868.95,5882.09,6666.89,5007.76,5481.67,5747.65,5979.72
FGBKPADF_01144,2377.19,2128.27,2310.92,2631.81,2477.23,2068.94,2020.24,2017.01,2482.54,2073.96,1965.69,2403.87
FGBKPADF_01145,1648.76,2221.58,2772.85,3026.51,1705.37,2384.09,2724.03,3177.66,1797.29,2139.25,2643.17,2770.98
FGBKPADF_01146,5442.08,5823.34,6081.99,6522.82,5551.76,5870.46,6105.1,6437.32,5287.99,5532.54,6104.52,5945.93
FGBKPADF_01147,4319.67,4682.53,4516.15,4817.37,4622.8,4650.01,4580.02,4369.28,4293.52,4500.65,4605.95,4773.94
FGBKPADF_01148,4301.66,5138.53,4809.75,5312.22,4216.0,4858.34,5548.78,5883.41,3895.73,4882.21,4972.98,5323.84
FGBKPADF_01149,2628.62,2602.94,2875.93,3188.51,2818.76,2597.73,2758.8,2844.23,2848.93,2953.23,2969.57,3525.16
FGBKPADF_01150,11.75,11.36,13.05,8.84,0.0,15.15,8.39,20.04,13.69,20.35,20.31,21.5
FGBKPADF_01151,2388.94,2966.44,3045.56,2701.03,2339.86,2842.43,2541.79,2355.92,2395.58,3255.93,2688.14,3090.47
FGBKPADF_01152,3675.83,3678.84,2484.47,3675.99,1948.24,2137.88,6354.48,7692.71,2428.59,2079.05,3786.31,3838.51
FGBKPADF_01153,8347.19,9072.14,8464.68,10217.96,6624.92,7438.65,13999.04,14354.14,7586.13,6845.09,11092.01,10862.72
FGBKPADF_01154,1724.74,1994.39,2942.48,3807.07,1800.24,1993.19,2641.31,3895.55,1674.09,1942.54,2788.23,3591.21
FGBKPADF_01155,2655.25,2173.71,2584.94,2475.7,3321.95,2637.88,2938.65,3150.33,3117.87,2470.78,2869.47,2373.15
FGBKPADF_01156,1601.76,1568.41,1608.9,1544.92,1404.07,1465.91,1453.14,1581.54,1339.91,1360.88,1431.84,1304.08
FGBKPADF_01157,4290.69,4442.35,4674.04,6434.46,4037.64,4234.86,4376.2,6792.62,3893.32,4521.0,4649.48,5664.83
FGBKPADF_01158,12186.72,12681.2,13343.59,16883.64,11596.08,12178.05,12707.76,18543.04,11425.5,11807.85,12644.25,15463.09
FGBKPADF_01159,8518.72,8479.83,8848.31,10569.95,7491.65,8000.77,8361.54,11313.13,7467.76,8276.35,8862.29,9977.97
FGBKPADF_01160,10352.33,16033.04,18642.66,19709.85,10207.19,15570.48,19431.52,21031.97,9811.8,16027.0,19363.87,19720.94
FGBKPADF_01161,10508.2,14321.83,16130.78,18553.74,10591.98,13439.42,16426.93,18160.41,9974.46,14478.73,16188.3,17929.94
FGBKPADF_01162,5651.21,8617.76,13815.95,12786.44,6405.58,9747.74,11725.81,11969.07,6255.88,9738.97,13159.25,11587.72
FGBKPADF_01163,7545.91,11328.61,19124.15,18054.47,8192.16,12509.11,16520.45,18360.83,8016.93,12475.99,18979.44,16415.43
FGBKPADF_01164,2640.37,4075.61,6589.59,6329.89,2676.08,4353.04,6305.32,6462.82,2653.25,4476.91,6831.32,5975.11
FGBKPADF_01165,8200.72,9337.46,10522.46,13483.05,7751.97,8929.56,9420.22,12317.08,7946.88,9668.6,10798.97,13082.27
FGBKPADF_01166,4778.66,5084.97,4722.32,4780.55,4634.94,4758.34,4276.68,4050.43,4652.66,5029.74,4739.42,4598.84
FGBKPADF_01167,1759.98,4191.63,4610.1,4108.98,1763.05,4218.95,4196.35,4296.4,1697.44,4040.24,4337.58,4385.33
FGBKPADF_01168,1413.0,3217.97,3541.41,2695.14,1486.79,3306.07,3389.46,2707.57,1339.11,3202.52,3484.57,3016.74
FGBKPADF_01169,5601.08,3557.94,1847.69,1013.25,5892.53,3242.43,1538.26,889.16,5668.86,2844.7,1508.72,857.1
FGBKPADF_01170,3414.22,1894.59,1076.52,546.39,3460.08,1682.58,858.45,577.59,3585.72,1690.71,928.44,574.47
FGBKPADF_01171,3884.18,2053.63,1242.23,648.01,4357.16,2050.0,881.23,517.46,4271.78,1900.99,1047.4,589.83
FGBKPADF_01172,7332.09,5094.71,2788.5,1132.55,6118.7,4837.13,4732.29,2295.79,7214.92,4364.99,3760.2,1262.61
FGBKPADF_01173,10309.25,10826.36,11771.22,14047.11,9515.02,10424.26,11344.54,13020.4,10182.21,9906.86,11750.62,13644.45
FGBKPADF_01174,13.32,109.54,219.22,269.51,9.87,134.09,212.22,264.2,27.38,100.05,162.48,216.58
